id,tipo,nombre,categoria,calle_y_numero,colonia,alcaldia,cp
358,Hotel,Fiesta Inn Insurgentes Viaducto,5 Estrellas,Avenida Insurgentes Sur 553,Escandón I sección,Miguel Hidalgo,11800
359,Hotel,Condesa Suites,Sin Clasificar,Juan de la Barrera 66,Condesa,Cuauhtémoc,6140
360,Hotel,Hotel & Villas Cabanna,3 Estrellas,Aquiles Serdán 386,Guadalupita,Xochimilco,16740
361,Hotel,Dominion Corporate Suites,5 Estrellas,Aristóteles 21,Polanco V sección,Miguel Hidalgo,11560
362,Hotel,Real Azteca,4 Estrellas,Calzada de Tlalpan 3441,Pueblo de Santa Úrsula Coapa,Coyoacán,4650
363,Hotel,Hotel Suites Embassy,3 Estrellas,Puebla 115,Roma Norte,Cuauhtémoc,6700
364,Hotel,Hotel Pennsylvania,2 Estrellas,Ignacio Mariscal 101,Tabacalera,Cuauhtémoc,6030
365,Hotel,Suites Contempo,5 Estrellas,Avenida Melchor Ocampo 455,Anzures,Miguel Hidalgo,11590
366,Hotel,Hotel NH México City Centro Histórico,4 Estrellas,Palma 42,Centro (Área 1),Cuauhtémoc,6000
367,Hotel,Posada Real de Juárez,2 Estrellas,Tokio 66,Juárez,Cuauhtémoc,6600
368,Hotel,Hotel Camino Real Pedregal México,5 Estrellas,Periférico Sur 3647,Héroes de Padierna,La Magdalena Contreras,10700
369,Hotel,Eurostars Zona Rosa Suites,5 Estrellas,Londres 115,Juárez,Cuauhtémoc,6600
370,Hotel,Hotel Aranjuez,3 Estrellas,Calzada de Tlalpan 413,Álamos,Benito Juárez,3400
371,Hotel,The Green Park Hotel,5 Estrellas,Constituyentes 99,San Miguel Chapultepec I sección,Miguel Hidalgo,11850
372,Hotel,Suites Obelisk,Sin Clasificar,Julio Verne 28,Polanco V sección,Miguel Hidalgo,11560
373,Hotel,Hotel Naciones,4 Estrellas,Calzada Vallejo 255,Vallejo Poniente,Gustavo A. Madero,7790
374,Hotel,Residence L'heritage,5 Estrellas,Tennyson 79,Polanco V sección,Miguel Hidalgo,11560
375,Hotel,Hotel Hippodrome,5 Estrellas,Avenida México 188,Hipódromo,Cuauhtémoc,6100
376,Hotel,Hotel Monte Casino,3 Estrellas,Instituto Politécnico Nacional 5104,Capultitlan,Gustavo A. Madero,7370
377,Hotel,Quinta Alma Sofía Hostal Campestre,Sin Clasificar,Camino a San Francisco 7904,El Cedral,Xochimilco,16870
378,Hotel,Plaza Suites México City,5 Estrellas,Paseo de la Reforma 77,Tabacalera,Cuauhtémoc,6030
379,Hotel,Hotel & Suites Ferri,3 Estrellas,Avenida Sara 4605,Guadalupe Tepeyac,Gustavo A. Madero,7840
380,Hotel,Casa Cranfill,Sin Clasificar,Puebla 303,Roma Norte,Cuauhtémoc,6700
381,Hotel,Filadelfia Suites Hotel Boutique,5 Estrellas,Filadelfia 42,Nápoles,Benito Juárez,3810
382,Hotel,Chillout Flat Bed And Breakfast,Sin Clasificar,Bolívar 8 interior 102,Centro (Área 1),Cuauhtémoc,6000
383,Hotel,City Express Buenavista,4 Estrellas,Avenida Insurgentes Norte 226,Santa María la Ribera,Cuauhtémoc,6400
384,Hotel,City Suites Ciudad de México Santa Fe,4 Estrellas,Juan Salvador Agraz 69,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,5348
385,Hotel,One Ciudad de México Alameda,3 Estrellas,Avenida Juárez 88,Centro (Área 4),Cuauhtémoc,6040
386,Hotel,Stara San Ángel Inn,5 Estrellas,Segunda cerrada de San Ángel Inn 4,Lomas de San Ángel Inn,Álvaro Obregón,1790
387,Hotel,Fiesta Inn Plaza Central Aeropuerto,4 Estrellas,Avenida canal Río Churubusco 1635,Central de Abasto,Iztapalapa,9040
388,Hotel,Hotel y Villas Ajusco,3 Estrellas,Carretera Picacho Ajusco 941,Lomas de Padierna,Tlalpan,14240
389,Hotel,Hotel Bolivar Suites,1 Estrella,Simón Bolívar 375,Obrera,Cuauhtémoc,6800
390,Hotel,Suites Florencia Motel S.A. de C.V.,2 Estrellas,Avenida Xochimilco 44,Agrícola Pantitlán,Iztacalco,8100
391,Hotel,Motel Afrodita,2 Estrellas,Instituto Politécnico Nacional 4709,Tlacamaca,Gustavo A. Madero,7380
392,Hotel,Quinta Inn Motel S.A. de C.V.,2 Estrellas,Avenida 5 Eje 3 Oriente,Granjas San Antonio,Iztapalapa,9070
393,Hotel,Motel Central Inn S.A. de C.V.,2 Estrellas,Pochtecas 17,Central de Abasto,Iztapalapa,9040
394,Hotel,City Express Aeropuerto Ciudad de México,4 Estrellas,Boulevard Puerto Aéreo 90,Santa Cruz Aviación,Venustiano Carranza,15540
395,Hotel,Holiday Inn Express Aeropuerto CDMX,4 Estrellas,Avenida Río Churubusco 253,Granjas México,Iztacalco,8400
396,Hotel,AC Hotel Santa Fe,5 Estrellas,Juan Salvador Agraz 130,Santa Fe Cuajimalpa,Cuajimalpa de Morelos,5348
397,Hotel,Marriott Reforma,5 Estrellas,Avenida Paseo de la Reforma 276,Cuauhtémoc,Cuauhtémoc,6600
398,Hotel,JW Marriott México City Santa Fe,5 Estrellas,Avenida Santa Fe 160,Lomas de Santa Fe,Álvaro Obregón,1219
399,Hotel,Hotel Coral,4 Estrellas,Calzada de la Viga 275,Ampliación Asturias,Cuauhtémoc,6890
400,Hotel,Suites Capri Reforma,4 Estrellas,Avenida Paseo de la Reforma 410,Juárez,Cuauhtémoc,6600
401,Hotel,Suites Capri Colonia Roma,4 Estrellas,Sinaloa 124,Roma Norte,Cuauhtémoc,6700
402,Hotel,Hotel Plaza Revolución,4 Estrellas,Jesús Terán 35,Tabacalera,Cuauhtémoc,6030
403,Hotel,City Express Central de Abasto,4 Estrellas,Eje 6 sur 540,Central de Abasto,Iztapalapa,9040
404,Hotel,Holiday Inn Express Santa Fe,4 Estrellas,Guillermo González Camarena 1400,Santa Fe,Álvaro Obregón,1210
405,Hotel,Hotel Aspen,4 Estrellas,Avenida Vasco de Quiroga 1840,Tlapechico,Álvaro Obregón,1230
406,Hotel,Hotel Alpes,3 Estrellas,Calzada de Tlalpan 1512,Miravalle,Benito Juárez,3580
407,Hotel,Suites Newton,3 Estrellas,Newton 46,Polanco V sección,Miguel Hidalgo,11560
408,Hotel,Casa de Huéspedes Amueblados Frontera,Sin Clasificar,Degollado 91,Guerrero,Cuauhtémoc,6300
409,Hotel,Hotel Hispano,Sin Clasificar,Avenida de las Granjas 214,Centro de Azcapotzalco,Azcapotzalco,2000
410,Hotel,The Red Tree House,Sin Clasificar,Culiacán 6,Hipódromo,Cuauhtémoc,6100
411,Hotel,Hotel Geneve Ciudad de México,5 Estrellas,Londres 130,Juárez,Cuauhtémoc,6600
412,Hotel,Hyatt Regency México City,5 Estrellas,Campos Elíseos 204,Polanco V sección,Miguel Hidalgo,11560
413,Hotel,JW Marriott Hotel México City,5 Estrellas,Andrés Bello 29,Polanco V sección,Miguel Hidalgo,11560
414,Hotel,Hotel Royal Reforma,5 Estrellas,Amberes 78,Juárez,Cuauhtémoc,6600
415,Hotel,Holiday Inn Ciudad de México Trade Center,5 Estrellas,Avenida Revolución 583,San Pedro de los Pinos,Benito Juárez,3800
416,Hotel,Hotel Real del Sur,5 Estrellas,Avenida División del Norte 3640,El Reloj,Coyoacán,4640
417,Hotel,Hotel W México City,5 Estrellas,Campos Elíseos 252,Polanco V sección,Miguel Hidalgo,11560
418,Hotel,The Westin Santa Fe,5 Estrellas,Javier Barros Sierra  540,Lomas de Santa Fe,Álvaro Obregón,1219
419,Hotel,The Host Business Suites,Sin Clasificar,Magdalena 311,Del Valle,Benito Juárez,3100
420,Hotel,Hotel Boutique Jtower,4 Estrellas,Texas 17,Nápoles,Benito Juárez,3810
421,Hotel,Living Céfiro by Stara,5 Estrellas,Céfiro 5,Pedregal del Maurel,Coyoacán,4530
422,,Ryo Kan,3 Estrellas,Río Panuco 166,Juárez,Cuauhtémoc,6500
423,,City Express CDMX Tlalpan,4 Estrellas,Calzada de Tlalpan 1561,Portales Sur,Benito Juárez,3300
424,,Sofitel Mexico City Reforma,4 Estrellas,Avenida Paseo de la Reforma 297,Cuauhtémoc,Cuauhtémoc,6500
425,Hotel,Hotel Del Ángel,4 Estrellas,Río Lerma 154,Cuauhtémoc,Cuauhtémoc,6500
426,Hotel,Hotel Bristol,4 Estrellas,Plaza Necaxa 17,Cuauhtémoc,Cuauhtémoc,6500
427,Hotel,Exe Suites San Marino,5 Estrellas,Río Tiber 107,Cuauhtémoc,Cuauhtémoc,6500
428,Hotel,Suites Amberes,5 Estrellas,Amberes 64,Juárez,Cuauhtémoc,6600
429,Hotel,Hotel Premier,3 Estrellas,Atenas 72,Juárez,Cuauhtémoc,6600
430,Hotel,Hotel Reforma Avenue,4 Estrellas,Donato Guerra 24,Juárez,Cuauhtémoc,6600
431,Hotel,Suites Nápoles,3 Estrellas,Lucerna 58,Juárez,Cuauhtémoc,6600
432,Hotel,Hotel Fiesta Americana Reforma,5 Estrellas,Paseo de la Reforma 80,Juárez,Cuauhtémoc,6600
433,Hotel,Hotel Emporio,5 Estrellas,Paseo de la Reforma 124,Juárez,Cuauhtémoc,6600
434,Hotel,Hotel Astor,4 Estrellas,Antonio Caso 83,San Rafael,Cuauhtémoc,6470
435,Hotel,Hotel Manalba,3 Estrellas,Antonio Caso 23,Tabacalera,Cuauhtémoc,6030
436,Hotel,Hotel Regente City,4 Estrellas,París 9,Tabacalera,Cuauhtémoc,6030
437,Hotel,Hotel Zamora,Sin Clasificar,5 de Mayo 50,Centro (Área 2),Cuauhtémoc,6010
438,Hotel,Hotel Gillow,4 Estrellas,Isabel la Católica 17,Centro (Área 1),Cuauhtémoc,6000
439,Hotel,Hotel Princess,2 Estrellas,República de Cuba 55,Centro (Área 2),Cuauhtémoc,6010
440,Hotel,Stanza Hotel,4 Estrellas,Avenida Álvaro Obregón 13,Roma Norte,Cuauhtémoc,6700
441,Hotel,Hotel Sevilla Palace,5 Estrellas,Paseo de la Reforma 105,Tabacalera,Cuauhtémoc,6030
442,Hotel,Hotel El Castro,3 Estrellas,Sinaloa 32,Roma Norte,Cuauhtémoc,6700
443,Hotel,Hotel Paraíso,1 Estrella,Campeche 186,Roma Sur,Cuauhtémoc,6760
444,Hotel,Hotel Benidorm,5 Estrellas,Frontera 217,Roma Norte,Cuauhtémoc,6700
445,Hotel,Hotel Del Rey,3 Estrellas,Viaducto Miguel Alemán 9,Del Valle Centro,Benito Juárez,3100
446,Hotel,Porto Novo Hotel & Suites,4 Estrellas,Viaducto Miguel Alemán 645,Piedad Narvarte,Benito Juárez,3000
447,Hotel,Hotel Esperanza,2 Estrellas,Esperanza 1155,Narvarte Poniente,Benito Juárez,3020
448,Hotel,Laila Hotel CDMX,4 Estrellas,Río Lerma 237,Cuauhtémoc,Cuauhtémoc,6500
449,Hotel,Hotel Bonn,4 Estrellas,18 de Julio 45,Escandón I sección,Miguel Hidalgo,11800
450,Hotel,Hotel Ambos Mundos,4 Estrellas,Avenida Revolución 135,Tacubaya,Miguel Hidalgo,11870
451,Hotel,Hotel Atlante,3 Estrellas,Ciencias 91,Escandón I sección,Miguel Hidalgo,11800
452,Hotel,Hotel Grand Prix,4 Estrellas,Calzada Río Churubusco 200 esquina Añil,Granjas México,Iztacalco,8400
453,Hotel,Hotel Stella Maris,4 Estrellas,Avenida Sullivan 69,San Rafael,Cuauhtémoc,6470
454,Hotel,Hotel Finisterre,5 Estrellas,Calzada de Tlalpan 2043,Parque San Andrés,Coyoacán,4040
455,Hotel,Hotel Bárcelo México Reforma,5 Estrellas,Paseo de la Reforma 1,Tabacalera,Cuauhtémoc,6030
456,Hotel,Sheraton Suites Santa Fe,5 Estrellas,Guillermo González Camarena 200,Santa Fe,Álvaro Obregón,1210
457,Hotel,Hotel Galería Plaza Reforma,5 Estrellas,Hamburgo 195,Juárez,Cuauhtémoc,6500
458,Hotel,Hotel Estoril,4 Estrellas,Luis Moya 93,Centro (Área 7),Cuauhtémoc,6070
459,Hotel,Hotel Cozumel,3 Estrellas,Doctor Barragán 79,Doctores,Cuauhtémoc,6720
460,Hotel,Hotel Oslo,4 Estrellas,Eje central Lázaro Cárdenas 337,Buenos Aires,Cuauhtémoc,6780
461,Hotel,Hotel Del Bosque,4 Estrellas,Melchor Ocampo 323,Nueva Anzures,Miguel Hidalgo,11590
462,Hotel,Hotel Hidalgo,3 Estrellas,Santa Veracruz 37,Guerrero,Cuauhtémoc,6300
463,Hotel,Hotel El Ejecutivo by Reforma Avenue,4 Estrellas,Viena 8,Juárez,Cuauhtémoc,6600
464,Hotel,Hotel Marbella,4 Estrellas,Frontera 205,Roma Norte,Cuauhtémoc,6700
465,Hotel,Hotel Lord,4 Estrellas,Doctor Velasco 17,Doctores,Cuauhtémoc,6720
466,Hotel,Ramada Reforma,4 Estrellas,Jesús Terán 12,Tabacalera,Cuauhtémoc,6030
467,Hotel,Hotel Fontán Reforma,4 Estrellas,Paseo de la Reforma 24,Centro (Área 4),Cuauhtémoc,6040
468,Hotel,Hotel Riazor,4 Estrellas,Viaducto Río de la Piedad 297,La Cruz,Iztacalco,8310
469,Hotel,Hotel MX Garibaldi,4 Estrellas,Honduras 11,Centro (Área 2),Cuauhtémoc,6010
470,Hotel,Holiday Inn Plaza Universidad,5 Estrellas,Parroquia 1056,Santa Cruz Atoyac,Benito Juárez,3310
471,Hotel,Hotel Antillas,3 Estrellas,Belisario Domínguez 34,Centro (Área 2),Cuauhtémoc,6010
472,Hotel,Hotel Mazoy,1 Estrella,Mina 220,Buenavista,Cuauhtémoc,6350
473,Hotel,Suites San Marco,4 Estrellas,Río Po 125,Cuauhtémoc,Cuauhtémoc,6500
474,Hotel,Hotel San Diego,3 Estrellas,Luis Moya 98,Centro (Área 7),Cuauhtémoc,6070
475,Hotel,Hotel Atlampa,3 Estrellas,Avenida Río Consulado 661,Atlampa,Cuauhtémoc,6450
476,Hotel,Hotel Azores,3 Estrellas,República de Brasil 25,Centro (Área 2),Cuauhtémoc,6010
477,Hotel,Hotel Kennedy,Sin Clasificar,Fray Servando Teresa de Mier 760,Jardín Balbuena,Venustiano Carranza,15900
478,Hotel,Hotel Manolete,1 Estrella,Lerdo 60,Guerrero,Cuauhtémoc,6300
479,Hotel,Hotel Savoy,1 Estrella,Zaragoza 10,Guerrero,Cuauhtémoc,6300
480,Hotel,Hotel Vigo,3 Estrellas,Avenida Cuitláhuac 151,ProHogar,Azcapotzalco,2600
481,Hotel,Hotel Dos Naciones,3 Estrellas,Mina 13,Guerrero,Cuauhtémoc,6300
482,Hotel,Hotel La Milpa,Sin Clasificar,Avenida Centenario 2126,Santiago Atzacoalco,Gustavo A. Madero,7040
483,Hotel,Hotel Nevada,3 Estrellas,Soledad 38,Centro (Área 6),Cuauhtémoc,6060
484,Hotel,Motel Ermita,3 Estrellas,Calzada Ermita Iztapalapa 1575,San Miguel,Iztapalapa,9360
485,Hotel,Hotel La Fuente,2 Estrellas,Orozco y Berra 10,Guerrero,Cuauhtémoc,6300
486,Hotel,Hotel Jardines de Churubusco,2 Estrellas,Calzada de Tlalpan 1885,Churubusco Country Club,Coyoacán,4210
487,Hotel,Hotel Progreso,1 Estrella,Cerrada de la Paz 7,Escandón I sección,Miguel Hidalgo,11800
488,Hotel,Hotel Triana,1 Estrella,Avenida Popocatepetl 88,Portales Norte,Benito Juárez,3303
489,Hotel,Hotel Diana,1 Estrella,Santa Cruz 18,Portales Sur,Benito Juárez,3300
490,Hotel,Hotel Costa del Sol,4 Estrellas,Carretera federal a Cuernavaca 5101,Chimalcoyotl,Tlalpan,14630
491,Hotel,Hotel Empire,2 Estrellas,Manuel Othon 14,Obrera,Cuauhtémoc,6800
492,Hotel,Hotel Durango,2 Estrellas,Avenida Río Consulado Circuito Interior 104,Santa María Insurgentes,Cuauhtémoc,6430
493,Hotel,Apartamentos Amueblados Alzate,3 Estrellas,José Antonio Álzate 10,Santa María la Ribera,Cuauhtémoc,6400
494,Hotel,Hotel Taxco,1 Estrella,Julián Montiel 35,Obrera,Cuauhtémoc,6800
495,Hotel,Hotel Mina,1 Estrella,Salgado 18,Buenavista,Cuauhtémoc,6350
496,Hotel,Hotel Inn Sur,4 Estrellas,Avenida Insurgentes Sur 4265,Santa Úrsula Xitla,Tlalpan,14420
497,Hotel,Hotel Princesa,3 Estrellas,Calzada de Tlalpan 952,Nativitas,Benito Juárez,3500
498,Hotel,Hotel & Villas Juan Diego,3 Estrellas,Avenida Insurgentes Norte 1917,Tepeyac Insurgentes,Gustavo A. Madero,7020
499,Hotel,Hotel El Pilar,3 Estrellas,Instituto Técnico Industrial 212,Agricultura,Miguel Hidalgo,11360
500,Hotel,Hotel Río Miño,1 Estrella,Miguel Domínguez 28,Morelos,Venustiano Carranza,15270
501,Hotel,Hotel Olimpo,3 Estrellas,Avenida Noé 90,Guadalupe Tepeyac,Gustavo A. Madero,7840
502,Hotel,Hotel Los Cabos,3 Estrellas,Coatzacoalcos 6,Ampliación Casas Alemán,Gustavo A. Madero,7580
503,Hotel,Hotel Turismo,1 Estrella,Avenida Poniente 106  72,Defensores de la República,Gustavo A. Madero,7780
504,Hotel,Hotel Platino,2 Estrellas,Platino 298,Felipe Ángeles,Venustiano Carranza,15310
505,Hotel,Hotel D'Casa,2 Estrellas,Carretones 140,Merced Balbuena,Venustiano Carranza,15100
506,Hotel,Hotel Plaza Las Torres,2 Estrellas,Zaragoza 47,Año de Juárez,Iztapalapa,9780
507,Hotel,Hotel Aeropuerto,3 Estrellas,Boulevard Puerto Aéreo 380,Moctezuma segunda sección,Venustiano Carranza,15530
508,Hotel,Hotel Parque Vía,3 Estrellas,Lago Gascasonica 15,Tacuba,Miguel Hidalgo,11410
509,Hotel,Hotel Imperio,1 Estrella,Calzada Legaria 3,Tacuba,Miguel Hidalgo,11410
510,Hotel,Hotel Del Sur,Sin Clasificar,Lago Garda 113,Anáhuac,Miguel Hidalgo,11320
511,Hotel,Hotel Faro,2 Estrellas,Doctor Pascua 18,Doctores,Cuauhtémoc,6720
512,Hotel,Motel Los Arcos,3 Estrellas,Carretera federal México Toluca 4419 kilometro 14 1/2,Cooperativa Palo Alto,Cuajimalpa de Morelos,5110
513,Hotel,Hotel Jamaica,Sin Clasificar,Calzada de la Viga 325,Asturias,Cuauhtémoc,6850
514,Hotel,Hotel Lepanto,3 Estrellas,Guerrero 90,Guerrero,Cuauhtémoc,6300
515,Hotel,Hotel Orense,1 Estrella,Lucas Alamán 12,Obrera,Cuauhtémoc,6800
516,Hotel,Hotel América,1 Estrella,Buenavista 4,Guerrero,Cuauhtémoc,6300
517,Hotel,Motel Torre Negra,3 Estrellas,Calle 6 284,Agrícola Pantitlán,Iztacalco,8100
518,Hotel,Auto Hotel Super Star,3 Estrellas,Norte 140,Agrícola Pantitlán,Iztacalco,8100
519,Hotel,Hotel Camino Plaza,4 Estrellas,Calzada Ermita Iztapalapa 3419,Santa María Aztahuacan,Iztapalapa,9500
520,Hotel,Hotel San Fernando,1 Estrella,San Fernando 36,Guerrero,Cuauhtémoc,6300
521,Hotel,Hotel Pigal,3 Estrellas,Aldama 28,Buenavista,Cuauhtémoc,6350
